"Probe"	"gennames"	"biotype_gene"
"11750289_a_at"	"ALDOB"	"protein_coding"
"11750290_x_at"	"ALDOB"	"protein_coding"
"11750291_a_at"	"IST1"	"protein_coding"
"11750292_x_at"	"IST1"	"protein_coding"
"11750293_a_at"	"RAD51C"	"protein_coding"
"11750294_a_at"	"LIG3"	"protein_coding"
"11750295_a_at"	"CLEC11A"	"protein_coding"
"11750296_x_at"	"CLEC11A"	"protein_coding"
"11750297_a_at"	"MED23"	"protein_coding"
"11750298_a_at"	NA	NA
"11750299_a_at"	"IL13RA1"	"protein_coding"
"11750300_a_at"	NA	NA
"11750302_a_at"	"PLK1"	"protein_coding"
"11750303_x_at"	NA	NA
"11750304_a_at"	"EOMES"	"protein_coding"
"11750305_a_at"	"PPFIA2"	"protein_coding"
"11750306_x_at"	NA	"lincRNA"
"11750307_a_at"	NA	NA
"11750308_s_at"	"APMAP"	"protein_coding"
"11750309_a_at"	NA	NA
"11750310_a_at"	"SLC17A3"	"protein_coding"
"11750311_a_at"	"GRM4"	"protein_coding"
"11750312_at"	NA	"protein_coding"
"11750313_x_at"	"VEGFA"	"protein_coding"
"11750314_a_at"	"WDR87"	"protein_coding"
"11750315_x_at"	"ZNF429"	"protein_coding"
"11750316_at"	"AACSP1"	"transcribed_unprocessed_pseudogene"
"11750317_a_at"	"KCNS1"	"protein_coding"
"11750318_at"	NA	NA
"11750319_a_at"	"CES4A"	"protein_coding"
"11750320_a_at"	NA	NA
"11750321_a_at"	NA	NA
"11750322_at"	"BPIFA4P"	"transcribed_unitary_pseudogene"
"11750323_a_at"	"HMGN2P46"	"transcribed_processed_pseudogene"
"11750324_a_at"	"GAS7"	"protein_coding"
"11750325_at"	NA	"lincRNA"
"11750326_at"	NA	NA
"11750327_a_at"	"BNC2"	"protein_coding"
"11750328_s_at"	"WAPL"	"protein_coding"
"11750329_x_at"	"WAPL"	"protein_coding"
"11750330_a_at"	NA	NA
"11750331_x_at"	"INTS7"	"protein_coding"
"11750332_a_at"	"ASZ1"	"protein_coding"
"11750333_a_at"	"CDHR3"	"protein_coding"
"11750334_a_at"	"REL"	"protein_coding"
"11750335_a_at"	"NR1I3"	"protein_coding"
"11750336_a_at"	"LRRC74A"	"protein_coding"
"11750337_a_at"	"LBX2"	"protein_coding"
"11750338_a_at"	"KLK2"	"protein_coding"
"11750339_at"	NA	NA
"11750340_s_at"	"ADGRD2"	"protein_coding"
"11750341_a_at"	"RGAG1"	"protein_coding"
"11750342_a_at"	NA	NA
"11750343_a_at"	NA	NA
"11750344_a_at"	"ALOX15"	"protein_coding"
"11750345_a_at"	"IKBKB"	"protein_coding"
"11750346_a_at"	NA	NA
"11750347_a_at"	"HOOK1"	"protein_coding"
"11750348_a_at"	NA	NA
"11750349_x_at"	NA	NA
"11750350_a_at"	"CAMK1G"	"protein_coding"
"11750351_x_at"	NA	NA
"11750352_a_at"	NA	NA
"11750353_a_at"	"MR1"	"protein_coding"
"11750354_a_at"	"TMEM184C"	"protein_coding"
"11750355_a_at"	NA	NA
"11750356_a_at"	"FAM163A"	"protein_coding"
"11750357_a_at"	NA	NA
"11750358_s_at"	NA	NA
"11750359_x_at"	NA	NA
"11750360_s_at"	"FGD3"	"protein_coding"
"11750361_a_at"	"SLAMF1"	"protein_coding"
"11750362_a_at"	"CNTD1"	"protein_coding"
"11750363_x_at"	NA	NA
"11750364_a_at"	"ANKRD33"	"protein_coding"
"11750365_x_at"	"AGER"	"protein_coding"
"11750366_a_at"	"EPHA6"	"protein_coding"
"11750367_a_at"	"CPA2"	"protein_coding"
"11750368_a_at"	NA	NA
"11750369_x_at"	NA	NA
"11750370_a_at"	NA	NA
"11750371_x_at"	NA	NA
"11750372_x_at"	"MBP"	"protein_coding"
"11750373_a_at"	"BRCA1"	"protein_coding"
"11750374_a_at"	NA	NA
"11750375_a_at"	NA	NA
"11750376_a_at"	"KCNMA1"	"protein_coding"
"11750377_a_at"	"ADGRE2"	"protein_coding"
"11750378_a_at"	"ATP2B2"	"protein_coding"
"11750379_x_at"	"TXLNA"	"protein_coding"
"11750380_a_at"	"ZNF423"	"protein_coding"
"11750381_x_at"	NA	NA
"11750382_a_at"	"ACIN1"	"protein_coding"
"11750383_a_at"	"ZMYND8"	"protein_coding"
"11750384_a_at"	"APP"	"protein_coding"
"11750385_a_at"	"TMEM94"	"protein_coding"
"11750386_s_at"	"CTNNA1"	"protein_coding"
"11750387_a_at"	"RTN3"	"protein_coding"
"11750388_a_at"	"HSF5"	"protein_coding"
"11750389_a_at"	"SLC26A7"	"protein_coding"
"11750390_a_at"	"IL17RD"	"protein_coding"
"11750391_a_at"	"IL17RE"	"protein_coding"
"11750392_a_at"	"IL17RE"	"protein_coding"
"11750393_a_at"	"MED15"	"protein_coding"
"11750394_x_at"	"MED15"	"protein_coding"
"11750395_a_at"	"GLI2"	"protein_coding"
"11750396_x_at"	"ZNF302"	"protein_coding"
"11750397_a_at"	"RASGRP1"	"protein_coding"
"11750398_a_at"	"HTR2A"	"protein_coding"
"11750399_a_at"	"RXFP1"	"protein_coding"
"11750400_a_at"	NA	NA
"11750401_a_at"	"UVRAG"	"protein_coding"
"11750402_a_at"	"ZNF606"	"protein_coding"
"11750403_a_at"	"LARP7"	"protein_coding"
"11750404_a_at"	"RNF145"	"protein_coding"
"11750405_a_at"	NA	NA
"11750407_a_at"	"FLT4"	"protein_coding"
"11750408_a_at"	NA	NA
"11750409_a_at"	"TMTC2"	"protein_coding"
"11750410_a_at"	NA	NA
"11750411_x_at"	"HSPA1B"	"protein_coding"
"11750412_a_at"	"HAS3"	"protein_coding"
"11750413_x_at"	"LILRA1"	"protein_coding"
"11750414_s_at"	"RARA"	"protein_coding"
"11750415_x_at"	NA	NA
"11750416_a_at"	"TXNRD1"	"protein_coding"
"11750417_a_at"	"PRG4"	"protein_coding"
"11750418_at"	"PLEKHD1"	"protein_coding"
"11750419_a_at"	"WDR93"	"protein_coding"
"11750420_a_at"	"APPL2"	"protein_coding"
"11750421_a_at"	"PPWD1"	"protein_coding"
"11750422_a_at"	"RHBG"	"protein_coding"
"11750423_a_at"	"SEPSECS"	"protein_coding"
"11750424_s_at"	"FOXP1"	"protein_coding"
"11750425_a_at"	"CCDC17"	"protein_coding"
"11750426_s_at"	"MPPED1"	"protein_coding"
"11750427_at"	"PHLDB2"	"protein_coding"
"11750428_x_at"	"PHLDB2"	"protein_coding"
"11750429_a_at"	"CHRNA6"	"protein_coding"
"11750430_s_at"	"KBTBD11"	"protein_coding"
"11750431_a_at"	"BMPR1B"	"protein_coding"
"11750432_a_at"	"CCT3"	"protein_coding"
"11750433_x_at"	"CCT3"	"protein_coding"
"11750434_x_at"	"SPIDR"	"protein_coding"
"11750435_a_at"	"IRX5"	"protein_coding"
"11750436_s_at"	"IRX5"	"protein_coding"
"11750437_a_at"	"HHAT"	"protein_coding"
"11750439_a_at"	"SLC17A1"	"protein_coding"
"11750440_x_at"	"SLC17A1"	"protein_coding"
"11750441_a_at"	"LMNB1"	"protein_coding"
"11750442_s_at"	"LMNB1"	"protein_coding"
"11750443_x_at"	"TNIP1"	"protein_coding"
"11750444_a_at"	"CACNA1D"	"protein_coding"
"11750445_a_at"	"SLC22A24"	"protein_coding"
"11750446_x_at"	"ATG4B"	"protein_coding"
"11750447_a_at"	"THPO"	"protein_coding"
"11750448_a_at"	"SLC8A2"	"protein_coding"
"11750449_a_at"	"GRM2"	"protein_coding"
"11750450_a_at"	NA	NA
"11750451_x_at"	NA	NA
"11750452_a_at"	"CYP2C8"	"protein_coding"
"11750453_s_at"	"PARK2"	"protein_coding"
"11750454_a_at"	"ETV7"	"protein_coding"
"11750455_x_at"	"ETV7"	"protein_coding"
"11750457_a_at"	NA	NA
"11750458_x_at"	NA	NA
"11750459_a_at"	"ZFYVE27"	"protein_coding"
"11750460_x_at"	"ZFYVE27"	"protein_coding"
"11750461_a_at"	"NUBPL"	"protein_coding"
"11750462_a_at"	"CLEC4M"	"protein_coding"
"11750463_a_at"	"CLEC4M"	"protein_coding"
"11750464_x_at"	"CLEC4M"	"protein_coding"
"11750465_x_at"	"NFYC"	"protein_coding"
"11750466_a_at"	"SLC41A3"	"protein_coding"
"11750467_a_at"	"UBE3B"	"protein_coding"
"11750468_a_at"	"NUP35"	"protein_coding"
"11750469_a_at"	"FAM109A"	"protein_coding"
"11750470_x_at"	NA	NA
"11750471_a_at"	"PRSS16"	"protein_coding"
"11750472_a_at"	"PCK1"	"protein_coding"
"11750473_a_at"	"WNT5B"	"protein_coding"
"11750474_a_at"	"CABP4"	"protein_coding"
"11750476_a_at"	"CSMD3"	"protein_coding"
"11750477_s_at"	"THEM6"	"protein_coding"
"11750478_x_at"	"THEM6"	"protein_coding"
"11750479_a_at"	"PPARGC1A"	"protein_coding"
"11750480_a_at"	"ATF2"	"protein_coding"
"11750481_at"	"PPBPP2"	"transcribed_unprocessed_pseudogene"
"11750482_a_at"	"LOXHD1"	"protein_coding"
"11750483_a_at"	"DIP2C"	"protein_coding"
"11750485_a_at"	"ESR1"	"protein_coding"
"11750486_x_at"	NA	NA
"11750487_a_at"	"WISP1"	"protein_coding"
"11750488_a_at"	"GRAP2"	"protein_coding"
"11750489_a_at"	"ALPK1"	"protein_coding"
"11750490_a_at"	"BEND4"	"protein_coding"
"11750491_a_at"	"SEC14L1"	"protein_coding"
"11750492_a_at"	"RNF216"	"protein_coding"
"11750493_x_at"	"RNF216"	"protein_coding"
"11750494_at"	NA	NA
"11750495_x_at"	"KLRA1P"	"transcribed_unprocessed_pseudogene"
"11750496_a_at"	NA	NA
"11750497_a_at"	NA	NA
"11750498_a_at"	"SLC1A4"	"protein_coding"
"11750500_a_at"	"RECQL5"	"protein_coding"
"11750501_x_at"	"CLNK"	"protein_coding"
"11750502_a_at"	"NXF3"	"protein_coding"
"11750503_a_at"	"TM9SF4"	"protein_coding"
"11750504_a_at"	"ACY3"	"protein_coding"
"11750505_a_at"	"PTPN7"	"protein_coding"
"11750506_x_at"	"PTPN7"	"protein_coding"
"11750507_a_at"	NA	NA
"11750508_a_at"	NA	NA
"11750509_a_at"	"TROAP"	"protein_coding"
"11750510_a_at"	NA	NA
"11750511_x_at"	NA	NA
"11750512_x_at"	NA	NA
"11750513_a_at"	"OLR1"	"protein_coding"
"11750514_x_at"	"TP53"	"protein_coding"
"11750515_a_at"	"LAMA4"	"protein_coding"
"11750516_a_at"	"ATPAF1"	"protein_coding"
"11750517_x_at"	"HPGD"	"protein_coding"
"11750518_a_at"	NA	NA
"11750519_at"	NA	NA
"11750520_x_at"	NA	NA
"11750521_a_at"	NA	NA
"11750522_a_at"	"CEACAM4"	"protein_coding"
"11750523_x_at"	"CEACAM4"	"protein_coding"
"11750524_a_at"	"FAM71F1"	"protein_coding"
"11750525_a_at"	"KIAA1522"	"protein_coding"
"11750526_a_at"	"CYP11A1"	"protein_coding"
"11750527_s_at"	"HLA-DRA"	"protein_coding"
"11750528_x_at"	"HLA-DQA1"	"protein_coding"
"11750529_a_at"	"ASB9"	"protein_coding"
"11750530_x_at"	"ASB9"	"protein_coding"
"11750531_a_at"	NA	NA
"11750532_x_at"	NA	NA
"11750533_a_at"	"C1QL3"	"protein_coding"
"11750534_x_at"	NA	NA
"11750536_x_at"	NA	NA
"11750537_a_at"	"SHBG"	"protein_coding"
"11750538_x_at"	"TXN"	"protein_coding"
"11750539_a_at"	NA	NA
"11750540_x_at"	NA	NA
"11750541_a_at"	"SSFA2"	"protein_coding"
"11750542_a_at"	"NOC3L"	"protein_coding"
"11750543_a_at"	"KLHL18"	"protein_coding"
"11750544_a_at"	"COL13A1"	"protein_coding"
"11750545_a_at"	"CNOT7"	"protein_coding"
"11750546_a_at"	"CHAT"	"protein_coding"
"11750547_a_at"	"GALNT14"	"protein_coding"
"11750548_s_at"	"CYP4A11"	"protein_coding"
"11750549_a_at"	NA	NA
"11750550_a_at"	"NOD1"	"protein_coding"
"11750551_a_at"	"STK4"	"protein_coding"
"11750553_x_at"	"CASP1"	"protein_coding"
"11750554_a_at"	"NEDD4"	"protein_coding"
"11750555_a_at"	"NUP214"	"protein_coding"
"11750556_a_at"	NA	NA
"11750557_x_at"	"ZNF271P"	"unitary_pseudogene"
"11750558_s_at"	"ZNF271P"	"unitary_pseudogene"
"11750559_x_at"	NA	NA
"11750560_s_at"	"FAM168B"	"protein_coding"
"11750561_a_at"	"LYST"	"protein_coding"
"11750562_a_at"	"ZMYM4"	"protein_coding"
"11750563_a_at"	NA	NA
"11750564_a_at"	"TNRC6B"	"protein_coding"
"11750565_a_at"	NA	NA
"11750566_a_at"	"LPIN1"	"protein_coding"
"11750567_a_at"	"MTOR"	"protein_coding"
"11750568_a_at"	"SALL1"	"protein_coding"
"11750569_a_at"	"IARS"	"protein_coding"
"11750570_x_at"	"PLCB2"	"protein_coding"
"11750571_a_at"	"AGTPBP1"	"protein_coding"
"11750572_a_at"	"NPAT"	"protein_coding"
"11750573_x_at"	"JAK3"	"protein_coding"
"11750574_a_at"	"ATP8B3"	"protein_coding"
"11750575_a_at"	NA	NA
"11750576_a_at"	"KDM3A"	"protein_coding"
"11750577_a_at"	NA	NA
"11750578_a_at"	NA	NA
"11750579_a_at"	"HDAC4"	"protein_coding"
"11750580_x_at"	"ARHGEF12"	"protein_coding"
"11750581_a_at"	"FBXO3"	"protein_coding"
"11750582_a_at"	"HDAC6"	"protein_coding"
"11750583_a_at"	"ZFAT"	"protein_coding"
"11750584_a_at"	"RNF17"	"protein_coding"
"11750585_a_at"	"SEPT9"	"protein_coding"
"11750586_a_at"	"CSMD1"	"protein_coding"
"11750587_a_at"	"CTNND1"	"protein_coding"
"11750588_x_at"	"CTNND1"	"protein_coding"
"11750589_a_at"	"HFM1"	"protein_coding"
"11750590_x_at"	"HFM1"	"protein_coding"
"11750591_a_at"	"PPL"	"protein_coding"
"11750592_a_at"	NA	NA
"11750593_a_at"	"TGM2"	"protein_coding"
"11750594_a_at"	"PLCL1"	"protein_coding"
"11750595_a_at"	"KIF5A"	"protein_coding"
"11750596_s_at"	NA	NA
"11750597_a_at"	"KIDINS220"	"protein_coding"
"11750598_s_at"	"TPX2"	"protein_coding"
"11750599_a_at"	"OSBPL6"	"protein_coding"
"11750600_x_at"	NA	NA
"11750601_a_at"	"ZC3H12D"	"protein_coding"
"11750602_x_at"	"ZC3H12D"	"protein_coding"
"11750603_x_at"	"PLEKHG5"	"protein_coding"
"11750604_a_at"	"GTF2IRD1"	"protein_coding"
"11750605_a_at"	"ATF6B"	"protein_coding"
"11750606_a_at"	NA	NA
"11750607_a_at"	"SNX13"	"protein_coding"
"11750608_x_at"	"PELP1"	"protein_coding"
"11750609_a_at"	NA	NA
"11750610_x_at"	"ZNF268"	"protein_coding"
"11750611_a_at"	"ERBB2"	"protein_coding"
"11750612_a_at"	"ZNF112"	"protein_coding"
"11750613_a_at"	"GRIN1"	"protein_coding"
"11750614_x_at"	"GRIN1"	"protein_coding"
"11750616_a_at"	NA	NA
"11750617_x_at"	"MED24"	"protein_coding"
"11750618_x_at"	NA	NA
"11750619_a_at"	NA	NA
"11750620_a_at"	"ALDH1A2"	"protein_coding"
"11750621_a_at"	"TMOD2"	"protein_coding"
"11750622_a_at"	"ALS2"	"protein_coding"
"11750623_a_at"	NA	NA
"11750624_a_at"	NA	NA
"11750625_at"	"GUCY1B2"	"transcribed_unitary_pseudogene"
"11750626_a_at"	"PREX2"	"protein_coding"
"11750627_a_at"	"HSPA4L"	"protein_coding"
"11750628_a_at"	"CLCN6"	"protein_coding"
"11750629_a_at"	"C1QTNF8"	"protein_coding"
"11750630_s_at"	"MAP3K5"	"protein_coding"
"11750631_a_at"	"MAP3K9"	"protein_coding"
"11750632_a_at"	"ZFYVE16"	"protein_coding"
"11750633_a_at"	"OGDH"	"protein_coding"
"11750635_a_at"	"PTPRH"	"protein_coding"
"11750636_a_at"	"ACACB"	"protein_coding"
"11750637_a_at"	"SIGLEC8"	"protein_coding"
"11750638_a_at"	"SF3A1"	"protein_coding"
"11750639_s_at"	NA	NA
"11750640_a_at"	"CLCN2"	"protein_coding"
"11750641_x_at"	"BCAR1"	"protein_coding"
"11750642_a_at"	"ABCB5"	"protein_coding"
"11750643_a_at"	"SLC12A5"	"protein_coding"
"11750645_a_at"	NA	NA
"11750646_a_at"	"PDE2A"	"protein_coding"
"11750647_a_at"	"ASCC3"	"protein_coding"
"11750648_x_at"	NA	NA
"11750649_at"	NA	NA
"11750650_a_at"	"PAMR1"	"protein_coding"
"11750651_a_at"	"ABCC4"	"protein_coding"
"11750652_a_at"	"FRK"	"protein_coding"
"11750653_a_at"	NA	NA
"11750654_s_at"	NA	NA
"11750655_a_at"	"CDHR1"	"protein_coding"
"11750657_a_at"	"NRP1"	"protein_coding"
"11750658_x_at"	"KANSL3"	"protein_coding"
"11750659_a_at"	"ABCG1"	"protein_coding"
"11750660_a_at"	"TEP1"	"protein_coding"
"11750661_a_at"	NA	NA
"11750662_a_at"	"SLC8B1"	"protein_coding"
"11750663_x_at"	"SLC8B1"	"protein_coding"
"11750664_a_at"	"CFAP69"	"protein_coding"
"11750665_a_at"	"CHRNA2"	"protein_coding"
"11750666_a_at"	"VPS39"	"protein_coding"
"11750667_a_at"	"RRM1"	"protein_coding"
"11750668_a_at"	"DENND4A"	"protein_coding"
"11750669_x_at"	"ZCCHC11"	"protein_coding"
"11750670_a_at"	NA	NA
"11750671_s_at"	"MMRN2"	"protein_coding"
"11750672_a_at"	NA	NA
"11750673_a_at"	"LZTR1"	"protein_coding"
"11750674_a_at"	"STAT3"	"protein_coding"
"11750675_x_at"	"TMEM236"	"protein_coding"
"11750676_x_at"	NA	NA
"11750677_a_at"	"FAM65C"	"protein_coding"
"11750678_a_at"	"ALK"	"protein_coding"
"11750679_a_at"	"TEK"	"protein_coding"
"11750680_x_at"	"CTNNB1"	"protein_coding"
"11750681_a_at"	"CREBRF"	"protein_coding"
"11750682_a_at"	"TPCN1"	"protein_coding"
"11750683_a_at"	"NEK4"	"protein_coding"
"11750684_a_at"	"DDX31"	"protein_coding"
"11750685_a_at"	"GALNT6"	"protein_coding"
"11750686_a_at"	"KIF3C"	"protein_coding"
"11750687_a_at"	NA	NA
"11750688_a_at"	"EFR3B"	"protein_coding"
"11750689_a_at"	"ADAM11"	"protein_coding"
"11750690_a_at"	"VAC14"	"protein_coding"
"11750691_a_at"	NA	NA
"11750693_a_at"	"FTSJ3"	"protein_coding"
"11750694_a_at"	NA	NA
"11750695_x_at"	NA	NA
"11750696_a_at"	"RASAL1"	"protein_coding"
"11750697_x_at"	"SLC44A5"	"protein_coding"
"11750698_a_at"	"ZNF418"	"protein_coding"
"11750699_a_at"	NA	NA
"11750700_a_at"	"ACSL1"	"protein_coding"
"11750701_a_at"	"MAN2C1"	"protein_coding"
"11750702_at"	NA	NA
"11750703_at"	NA	NA
"11750704_a_at"	NA	NA
"11750705_a_at"	"OSBP2"	"protein_coding"
"11750706_a_at"	"SLC13A1"	"protein_coding"
"11750707_a_at"	"GLP1R"	"protein_coding"
"11750708_x_at"	NA	NA
"11750709_x_at"	"ZNF33B"	"protein_coding"
"11750710_a_at"	NA	NA
"11750711_a_at"	"ACOX1"	"protein_coding"
"11750712_a_at"	"SEMA4A"	"protein_coding"
"11750713_a_at"	"GRM4"	"protein_coding"
"11750714_a_at"	"CHD3"	"protein_coding"
"11750715_a_at"	"MASP1"	"protein_coding"
"11750716_a_at"	"RBM47"	"protein_coding"
"11750717_a_at"	"TNFRSF8"	"protein_coding"
"11750718_a_at"	"RGS22"	"protein_coding"
"11750719_a_at"	NA	NA
"11750720_s_at"	"GK"	"protein_coding"
"11750721_a_at"	"ARHGEF15"	"protein_coding"
"11750722_a_at"	"GPHN"	"protein_coding"
"11750723_x_at"	"MICB"	"protein_coding"
"11750724_a_at"	NA	NA
"11750725_a_at"	"ZNF568"	"protein_coding"
"11750726_x_at"	"ZNF568"	"protein_coding"
"11750727_a_at"	"TMEM267"	"protein_coding"
"11750728_a_at"	NA	NA
"11750729_a_at"	"PARN"	"protein_coding"
"11750730_x_at"	NA	NA
"11750731_a_at"	"EOMES"	"protein_coding"
"11750732_x_at"	NA	NA
"11750733_x_at"	"SLC44A4"	"protein_coding"
"11750734_a_at"	"ZNF782"	"protein_coding"
"11750735_a_at"	"COMP"	"protein_coding"
"11750736_a_at"	NA	NA
"11750737_x_at"	"SMPD4"	"protein_coding"
"11750738_x_at"	"PAK4"	"protein_coding"
"11750739_a_at"	"SLF1"	"protein_coding"
"11750740_a_at"	"ST3GAL5"	"protein_coding"
"11750741_a_at"	NA	NA
"11750742_a_at"	"DHX58"	"protein_coding"
"11750743_x_at"	"EPN1"	"protein_coding"
"11750744_a_at"	"TMC8"	"protein_coding"
"11750745_a_at"	"HSPA9"	"protein_coding"
"11750746_a_at"	"FRMD3"	"protein_coding"
"11750747_a_at"	"SLC9A8"	"protein_coding"
"11750748_a_at"	"TULP4"	"protein_coding"
"11750749_a_at"	NA	NA
"11750750_a_at"	"DDX3X"	"protein_coding"
"11750751_x_at"	"DDX3X"	"protein_coding"
"11750752_a_at"	"RANBP3L"	"protein_coding"
"11750753_a_at"	"PRKCQ"	"protein_coding"
"11750754_a_at"	"KLHL32"	"protein_coding"
"11750755_a_at"	"OLFM3"	"protein_coding"
"11750756_a_at"	"SBNO2"	"protein_coding"
"11750757_a_at"	"RPAP2"	"protein_coding"
"11750758_x_at"	"ABCC6"	"protein_coding"
"11750759_at"	"CES1P1"	"transcribed_unprocessed_pseudogene"
"11750760_a_at"	"CES5A"	"protein_coding"
"11750761_x_at"	"PLXNB3"	"protein_coding"
"11750762_a_at"	"DHX40"	"protein_coding"
"11750764_a_at"	NA	NA
"11750765_a_at"	"ORC3"	"protein_coding"
"11750766_a_at"	"TACC2"	"protein_coding"
"11750767_x_at"	"SLC17A7"	"protein_coding"
"11750768_a_at"	"OSBPL6"	"protein_coding"
"11750769_s_at"	"CCR2"	"protein_coding"
"11750770_a_at"	"GCLC"	"protein_coding"
"11750772_a_at"	NA	NA
"11750773_a_at"	"KIF2A"	"protein_coding"
"11750774_x_at"	"FBXO27"	"protein_coding"
"11750775_a_at"	"DENND1B"	"protein_coding"
"11750777_a_at"	"FAAP20"	"protein_coding"
"11750778_a_at"	"MSR1"	"protein_coding"
"11750779_a_at"	"SLC2A5"	"protein_coding"
"11750780_at"	NA	"processed_transcript"
"11750781_x_at"	"CDH17"	"protein_coding"
"11750782_a_at"	"ATG7"	"protein_coding"
"11750783_a_at"	"GALNT1"	"protein_coding"
"11750784_a_at"	NA	NA
"11750785_x_at"	"EIF3B"	"protein_coding"
"11750786_a_at"	"DGCR2"	"protein_coding"
"11750787_a_at"	"SLC24A2"	"protein_coding"
"11750788_a_at"	NA	NA
"11750789_a_at"	"EPS15"	"protein_coding"
"11750790_a_at"	"UBE4A"	"protein_coding"
"11750791_a_at"	NA	NA
"11750792_a_at"	"SLC6A9"	"protein_coding"
"11750793_x_at"	"SLC6A9"	"protein_coding"
"11750794_x_at"	"TINAGL1"	"protein_coding"
"11750795_a_at"	"KLHL1"	"protein_coding"
"11750796_a_at"	"DNER"	"protein_coding"
"11750797_a_at"	"ZNF317"	"protein_coding"
"11750798_a_at"	"TECPR2"	"protein_coding"
"11750799_x_at"	"IL31RA"	"protein_coding"
"11750800_a_at"	NA	NA
"11750801_a_at"	"DLAT"	"protein_coding"
"11750802_x_at"	"LIMK2"	"protein_coding"
"11750803_a_at"	"ALOX15B"	"protein_coding"
"11750804_a_at"	"LIMCH1"	"protein_coding"
"11750805_x_at"	"LIMCH1"	"protein_coding"
"11750807_a_at"	"KIRREL"	"protein_coding"
"11750808_a_at"	"ALOX15"	"protein_coding"
"11750809_a_at"	"ARHGAP6"	"protein_coding"
"11750810_a_at"	NA	NA
"11750811_x_at"	"EOMES"	"protein_coding"
"11750812_a_at"	"FLI1"	"protein_coding"
"11750813_a_at"	NA	NA
"11750814_a_at"	"BEND2"	"protein_coding"
"11750815_s_at"	"DDX5"	"protein_coding"
"11750816_a_at"	"CD96"	"protein_coding"
"11750817_a_at"	"RAPGEFL1"	"protein_coding"
"11750818_a_at"	"TTC39B"	"protein_coding"
"11750819_x_at"	NA	NA
"11750820_a_at"	NA	NA
"11750821_x_at"	NA	NA
"11750822_a_at"	"SHQ1"	"protein_coding"
"11750823_a_at"	"PREB"	"protein_coding"
"11750824_a_at"	NA	NA
"11750825_a_at"	NA	NA
"11750826_x_at"	NA	NA
"11750827_a_at"	"SMAD4"	"protein_coding"
"11750828_a_at"	"HIP1R"	"protein_coding"
"11750829_at"	NA	NA
"11750830_x_at"	NA	NA
"11750831_a_at"	NA	NA
"11750832_a_at"	"SLC12A1"	"protein_coding"
"11750833_a_at"	"GTPBP2"	"protein_coding"
"11750834_s_at"	"B3GALNT1"	"protein_coding"
"11750835_a_at"	NA	NA
"11750836_a_at"	"EFHC1"	"protein_coding"
"11750837_a_at"	NA	NA
"11750838_a_at"	"ZNF561"	"protein_coding"
"11750839_x_at"	"ZNF561"	"protein_coding"
"11750840_s_at"	"TGFBR2"	"protein_coding"
"11750841_a_at"	"PPP1R21"	"protein_coding"
"11750842_a_at"	NA	NA
"11750843_x_at"	"CLCNKA"	"protein_coding"
"11750844_a_at"	"SLC17A4"	"protein_coding"
"11750845_a_at"	"CSPG5"	"protein_coding"
"11750846_a_at"	"SLC22A6"	"protein_coding"
"11750847_a_at"	NA	NA
"11750848_a_at"	"TOMM70"	"protein_coding"
"11750849_a_at"	"RIPK1"	"protein_coding"
"11750850_a_at"	"FAM83F"	"protein_coding"
"11750851_a_at"	"SLC6A6"	"protein_coding"
"11750852_a_at"	"PRRC2A"	"protein_coding"
"11750853_x_at"	NA	NA
"11750854_a_at"	"STK32C"	"protein_coding"
"11750855_x_at"	"STK32C"	"protein_coding"
"11750856_s_at"	"CCR2"	"protein_coding"
"11750857_a_at"	"SYNJ2"	"protein_coding"
"11750858_a_at"	NA	NA
"11750859_a_at"	NA	NA
"11750860_a_at"	"CMAHP"	"unitary_pseudogene"
"11750861_x_at"	"CMAHP"	"unitary_pseudogene"
"11750862_a_at"	"ADGRE3"	"protein_coding"
"11750863_a_at"	"PHF19"	"protein_coding"
"11750864_a_at"	"CRISPLD1"	"protein_coding"
"11750865_x_at"	"CRISPLD1"	"protein_coding"
"11750866_a_at"	"CORIN"	"protein_coding"
"11750867_a_at"	"ZNF852"	"protein_coding"
"11750868_at"	"ZNF852"	"protein_coding"
"11750869_x_at"	"ZNF852"	"protein_coding"
"11750870_a_at"	"NUP160"	"protein_coding"
"11750871_a_at"	"PAPSS2"	"protein_coding"
"11750872_a_at"	"SLC30A10"	"protein_coding"
"11750873_a_at"	"RAB11FIP1"	"protein_coding"
"11750874_a_at"	"PKNOX2"	"protein_coding"
"11750875_x_at"	"PKNOX2"	"protein_coding"
"11750876_a_at"	"SCFD1"	"protein_coding"
"11750877_a_at"	"ANKS3"	"protein_coding"
"11750878_a_at"	"ISM2"	"protein_coding"
"11750879_a_at"	"CREB5"	"protein_coding"
"11750880_a_at"	"METTL16"	"protein_coding"
"11750881_a_at"	"LMBR1"	"protein_coding"
"11750882_a_at"	"KCNV1"	"protein_coding"
"11750883_a_at"	NA	NA
"11750884_a_at"	"AKAP8L"	"protein_coding"
"11750885_a_at"	"CERCAM"	"protein_coding"
"11750886_x_at"	"CERCAM"	"protein_coding"
"11750887_a_at"	"BIRC2"	"protein_coding"
"11750889_x_at"	NA	NA
"11750890_a_at"	NA	NA
"11750891_a_at"	"UBE3C"	"protein_coding"
"11750892_a_at"	"SLC5A7"	"protein_coding"
"11750893_a_at"	NA	NA
"11750894_a_at"	"TBX5"	"protein_coding"
"11750895_s_at"	"GUCY1B2"	"transcribed_unitary_pseudogene"
